,gameDate,possessionTeam,defensiveTeam,defensiveTeamQt,ballCarrierDisplayName,heightInCm,weightInKg,position,ballCarrierAge,quarter,down,gameClock,gameClockInSeconds,yardsToGo,preSnapHomeScore,preSnapVisitorScore,signedScoreDiff,absoluteYardlineNumber,offenseFormation,offenseFormationQt,defendersInTheBox,prePenaltyPlayResult,playNullifiedByPenalty,playResult
5848,10/02/2022,JAX,PHI,26,James Robinson,177.8,99.79,RB,24.0,1,1,8:22,502,10,0,7,7,90,SINGLEBACK,6,7.0,7,N,7
5849,11/06/2022,MIN,WAS,32,T.J. Hockenson,195.6,112.49,TE,25.0,4,2,3:27,207,3,17,17,0,96,I_FORM,2,8.0,-1,N,-1
5850,11/06/2022,LV,JAX,15,Josh Jacobs,177.8,99.79,RB,24.0,1,2,14:55,895,10,0,0,0,85,SHOTGUN,5,7.0,4,N,4
5851,09/11/2022,WAS,JAX,15,Carson Wentz,195.6,107.5,QB,29.0,4,1,11:38,698,10,14,22,-8,88,SHOTGUN,5,6.0,3,N,3
5852,10/24/2022,CHI,NE,22,Cole Kmet,198.1,117.03,TE,23.0,1,1,6:29,389,10,0,3,3,66,SHOTGUN,5,6.0,6,N,6
5853,10/02/2022,GB,NE,22,Aaron Jones,175.3,94.35,RB,27.0,1,1,1:03,63,10,0,3,-3,60,SINGLEBACK,6,7.0,10,N,10
5854,10/16/2022,DAL,PHI,26,Tony Pollard,182.9,94.8,RB,25.0,2,1,6:37,397,10,17,0,-17,35,SHOTGUN,5,6.0,0,N,0
5855,10/09/2022,CHI,MIN,21,David Montgomery,177.8,100.7,RB,25.0,3,2,6:59,419,4,21,16,-5,57,SINGLEBACK,6,7.0,-3,N,-3
5856,09/18/2022,DAL,CIN,7,CeeDee Lamb,188.0,85.73,WR,23.0,4,1,0:31,31,10,17,17,0,55,SHOTGUN,5,5.0,10,N,10
5857,09/25/2022,ATL,SEA,28,Cordarrelle Patterson,188.0,107.95,RB,31.0,1,1,1:09,69,10,10,7,-3,21,PISTOL,4,6.0,4,N,4
5858,11/06/2022,JAX,LV,19,Christian Kirk,180.3,90.72,WR,25.0,3,2,14:11,851,5,10,20,-10,50,EMPTY,1,5.0,12,N,12
5859,10/09/2022,CLE,LAC,18,Nick Chubb,180.3,102.06,RB,26.0,2,1,2:59,179,2,14,17,-3,108,JUMBO,3,10.0,2,N,2
5860,10/17/2022,LAC,DEN,10,Josh Palmer,188.0,95.25,WR,,3,1,10:44,644,10,10,13,-3,75,SINGLEBACK,6,6.0,14,N,14
5861,10/23/2022,LAC,SEA,28,Austin Ekeler,177.8,90.72,RB,27.0,4,1,4:46,286,7,16,37,-21,17,SHOTGUN,5,7.0,2,N,2
5862,09/26/2022,NYG,DAL,9,Daniel Bellinger,198.1,115.67,TE,,3,2,6:16,376,4,6,6,0,68,SINGLEBACK,6,8.0,6,N,6
5863,11/06/2022,CAR,CIN,7,Raheem Blackshear,175.3,88.0,RB,,4,3,1:31,91,2,42,14,-28,108,SHOTGUN,5,8.0,2,N,2
5864,10/30/2022,TEN,HOU,13,Derrick Henry,190.5,112.04,RB,28.0,1,1,0:29,29,12,0,0,0,15,I_FORM,2,8.0,2,N,2
5865,10/09/2022,MIA,NYJ,25,Raheem Mostert,177.8,89.36,RB,30.0,3,1,5:25,325,10,19,17,-2,55,SINGLEBACK,6,7.0,5,N,5
5866,11/06/2022,KC,TEN,31,JuJu Smith-Schuster,185.4,97.52,WR,25.0,4,2,1:13,73,6,17,17,0,50,SHOTGUN,5,6.0,5,N,5
5867,10/16/2022,MIA,MIN,21,Raheem Mostert,177.8,89.36,RB,30.0,3,1,11:35,695,10,3,10,-7,20,I_FORM,2,7.0,3,N,3
5868,10/16/2022,PIT,TB,30,Najee Harris,188.0,104.33,RB,,2,1,8:05,485,10,7,6,1,59,SHOTGUN,5,6.0,3,N,3
5869,10/02/2022,BAL,BUF,4,Lamar Jackson,188.0,96.16,QB,25.0,3,3,2:06,126,6,20,20,0,81,SHOTGUN,5,6.0,5,N,5
5870,10/13/2022,CHI,WAS,32,Dante Pettis,185.4,88.45,WR,26.0,4,2,1:30,90,15,7,12,-5,43,SHOTGUN,5,6.0,10,N,10
5871,10/16/2022,JAX,IND,14,Christian Kirk,180.3,90.72,WR,25.0,4,2,10:35,635,12,26,21,-5,91,SHOTGUN,5,6.0,-1,N,-1
5872,10/30/2022,DET,MIA,20,Craig Reynolds,180.3,97.52,RB,26.0,4,1,5:54,354,10,27,31,-4,69,SINGLEBACK,6,7.0,2,N,2
5873,11/06/2022,TEN,KC,16,Derrick Henry,190.5,112.04,RB,28.0,2,2,5:28,328,1,9,7,-2,11,JUMBO,3,10.0,1,N,1
5874,10/30/2022,HOU,TEN,31,Dameon Pierce,177.8,97.52,RB,,4,3,2:00,120,12,3,17,-14,30,SHOTGUN,5,6.0,6,N,6
5875,10/30/2022,TEN,HOU,13,Derrick Henry,190.5,112.04,RB,28.0,1,1,1:22,82,10,0,0,0,17,I_FORM,2,8.0,20,N,3
5876,09/11/2022,PHI,DET,11,Kenneth Gainwell,180.3,86.64,RB,,2,1,1:51,111,10,14,21,7,88,SHOTGUN,5,6.0,6,N,6
5877,10/16/2022,JAX,IND,14,Travis Etienne,177.8,90.72,RB,,4,2,8:54,534,4,26,21,-5,68,SHOTGUN,5,8.0,1,N,1
5878,09/11/2022,PHI,DET,11,Dallas Goedert,195.6,116.12,TE,27.0,2,1,11:37,697,10,7,7,0,81,SHOTGUN,5,6.0,11,N,11
5879,09/11/2022,LV,LAC,18,Davante Adams,185.4,97.52,WR,29.0,2,1,9:34,574,10,10,3,-7,35,EMPTY,1,6.0,5,N,5
5880,11/06/2022,ATL,LAC,18,Tyler Allgeier,180.3,99.79,RB,,3,1,0:25,25,10,17,14,3,40,PISTOL,4,7.0,8,N,8
5881,10/23/2022,KC,SF,29,Mecole Hardman,177.8,84.82,WR,24.0,1,2,4:24,264,10,10,0,-10,73,SHOTGUN,5,6.0,18,N,18
5882,10/23/2022,CAR,TB,30,D.J. Moore,180.3,97.52,WR,25.0,2,1,3:16,196,10,0,0,0,30,SINGLEBACK,6,7.0,21,N,21
5883,09/18/2022,CHI,GB,12,David Montgomery,177.8,100.7,RB,25.0,4,1,9:48,588,10,24,10,-14,100,SHOTGUN,5,6.0,2,N,2
5884,09/25/2022,KC,IND,14,Clyde Edwards-Helaire,172.7,94.8,RB,23.0,3,1,11:32,692,10,10,14,4,86,EMPTY,1,5.0,9,N,9
5885,10/16/2022,TB,PIT,27,Rachaad White,188.0,95.25,RB,,1,3,4:59,299,2,7,0,-7,41,SHOTGUN,5,6.0,3,N,3
5886,10/30/2022,ARI,MIN,21,Rondale Moore,175.3,81.65,WR,,4,1,4:31,271,10,34,26,-8,91,SHOTGUN,5,6.0,4,N,4
5887,11/06/2022,LA,TB,30,Malcolm Brown,180.3,100.7,RB,29.0,3,3,6:12,372,17,6,10,4,14,SINGLEBACK,6,6.0,6,N,6
5888,10/09/2022,NE,DET,11,Jakobi Meyers,188.0,90.72,WR,25.0,1,3,4:20,260,5,3,0,3,18,SHOTGUN,5,6.0,12,N,12
5889,11/06/2022,MIN,WAS,32,Adam Thielen,188.0,90.72,WR,32.0,4,3,11:21,681,13,17,7,-10,95,SHOTGUN,5,6.0,8,N,8
5890,10/09/2022,NE,DET,11,Damien Harris,180.3,97.52,RB,25.0,1,1,9:54,594,10,0,0,0,89,SINGLEBACK,6,6.0,1,N,1
5891,10/02/2022,NE,GB,12,Rhamondre Stevenson,182.9,111.58,RB,,1,1,11:08,668,10,0,0,0,91,SHOTGUN,5,7.0,1,N,1
5892,09/11/2022,GB,MIN,21,A.J. Dillon,185.4,113.4,RB,24.0,4,1,1:02,62,10,23,7,-16,102,SHOTGUN,5,6.0,12,N,12
5893,10/30/2022,ATL,CAR,5,Tyler Allgeier,180.3,99.79,RB,,3,1,1:51,111,10,14,13,1,85,PISTOL,4,7.0,25,N,25
5894,10/16/2022,NO,CIN,7,Alvin Kamara,177.8,97.52,RB,27.0,2,1,3:53,233,10,17,14,3,48,SINGLEBACK,6,6.0,0,N,0
5895,11/06/2022,KC,TEN,31,Travis Kelce,195.6,117.93,TE,33.0,2,2,1:17,77,5,9,14,-5,17,SHOTGUN,5,6.0,9,N,9
5896,10/23/2022,SEA,LAC,18,Kenneth Walker,177.8,95.25,RB,,4,1,10:43,643,10,16,27,11,76,SHOTGUN,5,8.0,2,N,2
5897,09/11/2022,KC,ARI,1,Isiah Pacheco,180.3,97.52,RB,,4,2,2:53,173,8,21,44,23,76,I_FORM,2,9.0,-4,N,-4
5898,09/25/2022,TB,GB,12,Russell Gage,182.9,83.46,WR,26.0,4,2,1:01,61,6,6,14,-8,92,SHOTGUN,5,5.0,8,N,8
5899,11/06/2022,KC,TEN,31,JuJu Smith-Schuster,185.4,97.52,WR,25.0,3,2,9:40,580,10,9,17,-8,89,SHOTGUN,5,6.0,9,N,9
5900,09/25/2022,NE,BAL,3,DeVante Parker,190.5,97.98,WR,29.0,3,1,1:14,74,10,20,31,-11,60,SHOTGUN,5,6.0,24,N,24
5901,09/08/2022,BUF,LA,17,Devin Singletary,170.2,92.08,RB,25.0,3,1,13:02,782,10,10,10,0,68,SHOTGUN,5,6.0,12,N,12
5902,09/18/2022,ARI,LV,19,James Conner,185.4,105.69,RB,27.0,2,2,2:42,162,4,17,0,-17,66,SINGLEBACK,6,7.0,2,N,2
5903,10/20/2022,ARI,NO,23,Kyler Murray,177.8,93.89,QB,25.0,1,1,0:51,51,10,3,7,-4,92,SHOTGUN,5,6.0,1,N,1
5904,09/11/2022,PHI,DET,11,Jalen Hurts,188.0,98.88,QB,24.0,1,2,9:35,575,2,7,0,-7,43,SHOTGUN,5,7.0,11,N,11
5905,09/25/2022,MIN,DET,11,K.J. Osborn,182.9,90.72,WR,25.0,4,1,0:50,50,10,21,24,-3,82,SHOTGUN,5,5.0,28,N,28
5906,10/09/2022,WAS,TEN,31,Terry McLaurin,182.9,95.25,WR,27.0,4,2,1:00,60,10,17,21,-4,49,SHOTGUN,5,5.0,10,N,10
5907,11/06/2022,JAX,LV,19,Zay Jones,188.0,90.72,WR,27.0,2,1,0:26,26,10,7,20,-13,54,SHOTGUN,5,6.0,6,N,6
5908,10/23/2022,DEN,NYJ,25,Jerry Jeudy,185.4,87.09,WR,23.0,1,3,13:32,812,7,0,0,0,30,SHOTGUN,5,6.0,16,N,16
5909,10/23/2022,LV,HOU,13,Davante Adams,185.4,97.52,WR,29.0,1,1,11:53,713,10,0,0,0,59,I_FORM,2,7.0,15,N,15
5910,10/16/2022,KC,BUF,4,Clyde Edwards-Helaire,172.7,94.8,RB,23.0,3,1,14:23,863,10,10,10,0,83,SHOTGUN,5,6.0,1,N,1
5911,10/09/2022,PIT,BUF,4,Zach Gentry,203.2,120.2,TE,26.0,4,2,11:13,673,4,38,3,-35,46,SHOTGUN,5,6.0,6,N,6
5912,10/16/2022,NE,CLE,8,Rhamondre Stevenson,182.9,111.58,RB,,4,3,3:45,225,6,15,31,16,16,SINGLEBACK,6,8.0,6,N,6
5913,10/13/2022,CHI,WAS,32,Justin Fields,190.5,101.15,QB,,2,3,12:06,726,3,0,0,0,107,SHOTGUN,5,7.0,2,N,2
5914,10/23/2022,TB,CAR,5,Leonard Fournette,182.9,103.42,RB,27.0,3,4,6:24,384,1,7,0,-7,85,SINGLEBACK,6,7.0,0,N,0
5915,10/09/2022,PHI,ARI,1,Quez Watkins,188.0,86.18,WR,24.0,2,1,15:00,900,10,0,7,7,71,SHOTGUN,5,7.0,7,N,7
5916,09/18/2022,PIT,NE,22,Chase Claypool,193.0,102.97,WR,24.0,2,2,3:59,239,13,3,3,0,39,SHOTGUN,5,6.0,6,N,6
5917,11/06/2022,SEA,ARI,1,Kenneth Walker,177.8,95.25,RB,,4,2,12:43,763,2,14,17,3,69,SHOTGUN,5,7.0,1,N,1
5918,09/25/2022,DET,MIN,21,D.J. Chark,193.0,89.81,WR,26.0,1,2,14:17,857,4,0,0,0,36,SINGLEBACK,6,7.0,23,N,23
5919,10/23/2022,BAL,CLE,8,Gus Edwards,185.4,107.95,RB,27.0,1,2,4:19,259,9,0,7,-7,30,PISTOL,4,6.0,6,N,6
5920,10/23/2022,LV,HOU,13,Josh Jacobs,177.8,99.79,RB,24.0,2,3,1:24,84,5,3,10,-7,73,SINGLEBACK,6,7.0,4,N,4
5921,10/23/2022,SEA,LAC,18,Kenneth Walker,177.8,95.25,RB,,2,1,8:17,497,10,14,17,3,46,SINGLEBACK,6,7.0,2,N,2
5922,10/09/2022,NO,SEA,28,Mark Ingram,175.3,97.52,RB,32.0,1,1,1:06,66,10,3,10,-7,79,SINGLEBACK,6,7.0,4,N,4
5923,10/23/2022,LAC,SEA,28,Jason Moore,190.5,97.52,WR,27.0,4,2,8:16,496,10,16,30,-14,45,EMPTY,1,4.0,5,N,5
5924,09/25/2022,HOU,CHI,6,Pharaoh Brown,198.1,117.03,TE,28.0,3,3,12:20,740,8,13,14,1,83,SHOTGUN,5,6.0,6,N,6
5925,09/11/2022,NO,ATL,2,Juwan Johnson,193.0,104.78,TE,25.0,4,1,12:41,761,10,26,10,-16,35,SHOTGUN,5,7.0,26,N,26
5926,10/02/2022,DET,SEA,28,Jamaal Williams,182.9,96.62,RB,27.0,2,1,2:00,120,10,9,24,-15,70,SHOTGUN,5,6.0,5,N,5
5927,10/17/2022,DEN,LAC,18,Melvin Gordon,185.4,97.52,RB,29.0,1,2,8:44,524,3,0,0,0,79,SHOTGUN,5,6.0,2,N,2
5928,09/18/2022,MIA,BAL,3,Jaylen Waddle,177.8,82.55,WR,,4,2,13:35,815,6,35,14,-21,84,SINGLEBACK,6,5.0,16,N,16
5929,09/11/2022,DAL,TB,30,Dalton Schultz,195.6,109.77,TE,26.0,4,4,4:57,297,1,3,19,-16,68,SHOTGUN,5,6.0,5,N,5
5930,09/11/2022,WAS,JAX,15,Curtis Samuel,180.3,88.45,WR,26.0,4,2,11:04,664,7,14,22,-8,85,SHOTGUN,5,6.0,-1,N,-1
5931,10/02/2022,CLE,ATL,2,David Bell,188.0,92.99,WR,,2,2,2:00,120,16,10,7,-3,52,EMPTY,1,6.0,15,N,15
5932,10/23/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,4,1,5:10,310,10,16,10,6,47,SINGLEBACK,6,7.0,4,N,4
5933,09/11/2022,TB,DAL,9,Leonard Fournette,182.9,103.42,RB,27.0,4,1,11:12,672,10,3,19,16,97,SHOTGUN,5,7.0,14,N,14
5934,10/09/2022,MIN,CHI,6,Kirk Cousins,190.5,91.63,QB,34.0,4,3,2:29,149,1,21,22,-1,109,EMPTY,1,7.0,1,N,1
5935,09/22/2022,PIT,CLE,8,Najee Harris,188.0,104.33,RB,,1,1,12:22,742,10,0,0,0,43,SINGLEBACK,6,8.0,2,N,2
5936,10/02/2022,BAL,BUF,4,Mark Andrews,195.6,115.67,TE,27.0,4,3,10:29,629,8,20,20,0,44,EMPTY,1,6.0,9,N,9
5937,10/23/2022,SEA,LAC,18,Kenneth Walker,177.8,95.25,RB,,4,2,12:06,726,9,16,27,11,48,JUMBO,3,7.0,12,N,12
5938,10/09/2022,NO,SEA,28,Alvin Kamara,177.8,97.52,RB,27.0,1,2,14:21,861,4,0,0,0,82,SINGLEBACK,6,7.0,6,N,6
5939,10/27/2022,BAL,TB,30,Gus Edwards,185.4,107.95,RB,27.0,3,3,12:13,733,1,10,3,-7,53,SINGLEBACK,6,8.0,11,N,11
5940,09/11/2022,LV,LAC,18,Josh Jacobs,177.8,99.79,RB,24.0,4,1,7:33,453,10,24,13,-11,71,SHOTGUN,5,6.0,16,N,16
5941,10/16/2022,LA,CAR,5,Cooper Kupp,188.0,94.35,WR,29.0,2,3,9:05,545,13,0,3,-3,47,SHOTGUN,5,6.0,22,N,22
5942,10/30/2022,WAS,IND,14,J.D. McKissic,177.8,88.45,RB,29.0,1,3,6:00,360,17,0,0,0,62,SHOTGUN,5,4.0,3,N,3
5943,10/09/2022,NYJ,MIA,20,Breece Hall,185.4,99.79,RB,,1,1,5:27,327,10,2,0,2,58,SINGLEBACK,6,8.0,-6,Y,15
5944,10/23/2022,JAX,NYG,24,Evan Engram,190.5,108.86,TE,28.0,2,2,6:07,367,15,11,10,1,83,SHOTGUN,5,7.0,14,N,14
5945,10/02/2022,SEA,DET,11,Will Dissly,193.0,121.11,TE,26.0,1,1,15:00,900,10,0,0,0,35,PISTOL,4,7.0,9,N,9
5946,10/16/2022,BUF,KC,16,Josh Allen,195.6,107.5,QB,26.0,4,1,2:00,120,10,20,17,-3,38,EMPTY,1,4.0,16,N,16
5947,10/31/2022,CLE,CIN,7,Kareem Hunt,180.3,97.98,RB,27.0,1,3,7:07,427,19,0,0,0,54,SHOTGUN,5,5.0,9,N,9
5948,10/16/2022,PHI,DAL,9,DeVonta Smith,185.4,74.84,WR,,1,2,4:53,293,10,0,0,0,65,SHOTGUN,5,7.0,5,N,5
5949,09/25/2022,DEN,SF,29,Javonte Williams,177.8,99.79,RB,,2,1,5:23,323,10,3,7,-4,69,I_FORM,2,8.0,9,N,9
5950,09/25/2022,JAX,LAC,18,Zay Jones,188.0,90.72,WR,27.0,4,2,9:27,567,14,10,31,21,60,EMPTY,1,6.0,8,N,8
5951,10/30/2022,PIT,PHI,26,Pat Freiermuth,195.6,117.03,TE,,2,2,2:00,120,10,21,7,-14,71,SHOTGUN,5,6.0,18,N,18
5952,11/06/2022,WAS,MIN,21,Brian Robinson,185.4,103.42,RB,,1,1,8:15,495,10,0,7,-7,72,SHOTGUN,5,6.0,4,N,4
5953,11/06/2022,TEN,KC,16,Chigoziem Okonkwo,190.5,113.4,TE,,1,1,6:40,400,10,3,0,-3,28,SHOTGUN,5,7.0,48,N,48
5954,09/25/2022,CIN,NYJ,25,Chris Evans,180.3,97.98,RB,,3,3,4:58,298,5,9,27,18,33,EMPTY,1,5.0,4,N,4
5955,10/24/2022,NE,CHI,6,DeVante Parker,190.5,97.98,WR,29.0,2,2,1:44,104,10,14,17,-3,83,SHOTGUN,5,6.0,12,N,12
5956,10/02/2022,TEN,IND,14,Derrick Henry,190.5,112.04,RB,28.0,1,1,7:05,425,10,0,7,7,85,SINGLEBACK,6,7.0,6,N,6
5957,09/18/2022,JAX,IND,14,Zay Jones,188.0,90.72,WR,27.0,3,2,14:23,863,11,17,0,17,86,SHOTGUN,5,5.0,5,N,5
5958,11/06/2022,WAS,MIN,21,Curtis Samuel,180.3,88.45,WR,26.0,1,3,7:34,454,6,0,7,-7,68,EMPTY,1,7.0,2,N,2
5959,10/09/2022,ATL,TB,30,Tyler Allgeier,180.3,99.79,RB,,4,1,14:25,865,10,21,0,-21,20,I_FORM,2,8.0,2,N,2
5960,10/30/2022,ATL,CAR,5,Tyler Allgeier,180.3,99.79,RB,,4,3,1:28,88,5,31,28,3,23,SINGLEBACK,6,8.0,2,N,2
5961,10/02/2022,SEA,DET,11,Tyler Lockett,177.8,82.55,WR,30.0,1,1,13:48,828,10,0,0,0,45,SINGLEBACK,6,6.0,7,N,7
5962,09/25/2022,TB,GB,12,Cameron Brate,195.6,111.13,TE,31.0,4,3,6:50,410,30,6,14,-8,40,SHOTGUN,5,5.0,11,N,11
5963,10/17/2022,LAC,DEN,10,Austin Ekeler,177.8,90.72,RB,27.0,4,1,1:51,111,10,16,16,0,85,SHOTGUN,5,6.0,0,N,0
5964,09/25/2022,SEA,ATL,2,Noah Fant,193.0,112.94,TE,24.0,4,2,15:00,900,7,23,27,-4,38,SHOTGUN,5,6.0,1,N,1
5965,09/18/2022,DEN,HOU,13,Melvin Gordon,185.4,97.52,RB,29.0,3,2,7:36,456,8,6,9,-3,66,SINGLEBACK,6,6.0,5,N,5
5966,09/18/2022,CAR,NYG,24,D.J. Moore,180.3,97.52,WR,25.0,3,1,13:27,807,10,6,6,0,43,SHOTGUN,5,7.0,29,N,29
5967,10/24/2022,CHI,NE,22,Khalil Herbert,175.3,96.16,RB,,4,3,5:29,329,5,14,33,19,65,I_FORM,2,8.0,4,N,4
5968,09/18/2022,SF,SEA,28,Deebo Samuel,180.3,97.07,WR,26.0,3,2,3:54,234,9,20,7,13,40,SHOTGUN,5,6.0,7,N,7
5969,10/20/2022,NO,ARI,1,Taysom Hill,188.0,100.24,TE,32.0,3,3,12:37,757,1,28,14,-14,58,WILDCAT,7,8.0,3,N,3
5970,09/18/2022,BAL,MIA,20,Patrick Ricard,190.5,141.07,FB,28.0,1,3,7:57,477,1,7,0,7,59,I_FORM,2,8.0,5,N,5
5971,11/06/2022,TB,LA,17,Mike Evans,195.6,104.78,WR,29.0,1,3,13:09,789,7,0,0,0,57,SHOTGUN,5,5.0,10,N,10
5972,09/11/2022,CLE,CAR,5,Nick Chubb,180.3,102.06,RB,26.0,4,1,2:36,156,10,21,23,2,67,SINGLEBACK,6,8.0,-1,N,-1
5973,10/30/2022,PIT,PHI,26,Kenny Pickett,190.5,99.79,QB,,2,4,4:19,259,1,21,7,-14,54,SINGLEBACK,6,8.0,3,N,3
5974,10/02/2022,DEN,LV,19,Kendall Hinton,182.9,88.45,WR,25.0,2,2,5:24,324,13,10,10,0,65,SHOTGUN,5,6.0,4,N,4
5975,10/09/2022,MIN,CHI,6,Dalvin Cook,177.8,95.25,RB,27.0,2,1,3:24,204,10,21,3,18,41,SINGLEBACK,6,6.0,15,N,15
5976,09/11/2022,TB,DAL,9,Leonard Fournette,182.9,103.42,RB,27.0,2,2,1:41,101,5,3,9,6,95,SHOTGUN,5,5.0,1,N,1
5977,10/23/2022,CLE,BAL,3,Nick Chubb,180.3,102.06,RB,26.0,4,1,10:54,654,10,23,13,-10,75,SHOTGUN,5,7.0,12,N,12
5978,10/09/2022,NYJ,MIA,20,Breece Hall,185.4,99.79,RB,,4,1,7:31,451,10,33,17,16,80,SHOTGUN,5,8.0,-5,N,-5
5979,10/16/2022,DAL,PHI,26,Ezekiel Elliott,182.9,103.42,RB,27.0,3,2,9:04,544,5,20,3,-17,90,SINGLEBACK,6,6.0,6,N,6
5980,09/12/2022,DEN,SEA,28,Javonte Williams,177.8,99.79,RB,,1,1,10:26,626,10,7,0,-7,74,I_FORM,2,8.0,9,N,9
5981,09/18/2022,NE,PIT,27,Rhamondre Stevenson,182.9,111.58,RB,,4,1,3:51,231,10,14,17,3,67,SHOTGUN,5,7.0,6,N,6
5982,09/18/2022,TB,NO,23,Leonard Fournette,182.9,103.42,RB,27.0,2,3,12:59,779,8,3,0,-3,25,SHOTGUN,5,6.0,7,N,7
5983,10/23/2022,CIN,ATL,2,Tyler Boyd,188.0,92.08,WR,27.0,1,2,7:21,441,7,7,0,7,25,SHOTGUN,5,6.0,14,N,14
5984,10/30/2022,LA,SF,29,Allen Robinson,188.0,99.79,WR,29.0,1,1,8:46,526,10,0,0,0,42,SHOTGUN,5,6.0,6,N,6
5985,11/06/2022,LAC,ATL,2,Austin Ekeler,177.8,90.72,RB,27.0,1,1,0:52,52,10,10,0,-10,35,SINGLEBACK,6,8.0,3,N,3
5986,10/09/2022,ARI,PHI,26,Rondale Moore,175.3,81.65,WR,,1,2,13:16,796,12,0,0,0,35,SHOTGUN,5,7.0,3,N,3
5987,09/18/2022,CLE,NYJ,25,Kareem Hunt,180.3,97.98,RB,27.0,2,1,9:00,540,8,7,7,0,102,SHOTGUN,5,6.0,2,N,2
5988,10/09/2022,CHI,MIN,21,David Montgomery,177.8,100.7,RB,25.0,4,2,1:35,95,21,29,22,-7,85,SHOTGUN,5,4.0,21,N,21
5989,09/18/2022,DEN,HOU,13,Javonte Williams,177.8,99.79,RB,,2,1,6:38,398,10,3,6,-3,82,SINGLEBACK,6,6.0,4,N,4
5990,09/12/2022,SEA,DEN,10,Tyler Lockett,177.8,82.55,WR,29.0,3,1,3:05,185,10,17,13,4,90,SINGLEBACK,6,6.0,2,N,2
5991,10/30/2022,LA,SF,29,Ronnie Rivers,172.7,86.18,RB,,2,3,7:21,441,1,7,7,0,27,SINGLEBACK,6,7.0,1,N,1
5992,10/30/2022,JAX,DEN,10,Travis Etienne,177.8,90.72,RB,,3,1,3:43,223,10,10,14,-4,52,SINGLEBACK,6,7.0,3,N,3
5993,11/06/2022,CHI,MIA,20,Chase Claypool,193.0,102.97,WR,24.0,1,2,5:37,337,10,3,7,-4,45,SHOTGUN,5,6.0,12,N,12
5994,09/11/2022,GB,MIN,21,Sammy Watkins,185.4,95.71,WR,29.0,3,1,8:20,500,10,20,0,-20,68,EMPTY,1,5.0,9,N,9
5995,09/18/2022,DAL,CIN,7,Ezekiel Elliott,182.9,103.42,RB,27.0,1,2,13:15,795,9,0,0,0,73,SINGLEBACK,6,7.0,7,N,7
5996,10/10/2022,LV,KC,16,Josh Jacobs,177.8,99.79,RB,24.0,3,1,1:20,80,10,24,20,-4,69,I_FORM,2,7.0,37,N,37
5997,09/15/2022,KC,LAC,18,Clyde Edwards-Helaire,172.7,94.8,RB,23.0,3,2,3:54,234,10,14,17,-3,46,SHOTGUN,5,5.0,0,N,0
5998,10/17/2022,LAC,DEN,10,Austin Ekeler,177.8,90.72,RB,27.0,2,1,4:13,253,10,7,10,-3,68,SHOTGUN,5,6.0,13,Y,-10
5999,10/16/2022,NYG,BAL,3,Daniel Jones,195.6,99.79,QB,25.0,2,2,8:40,520,8,0,7,-7,61,SINGLEBACK,6,8.0,4,N,4
6000,09/08/2022,LA,BUF,4,Darrell Henderson,172.7,90.72,RB,25.0,1,2,9:04,544,10,0,7,-7,27,SHOTGUN,5,6.0,2,N,2
6001,11/06/2022,GB,DET,11,Christian Watson,195.6,94.35,WR,,3,3,14:07,847,4,8,0,-8,71,SHOTGUN,5,5.0,18,N,18
6002,09/11/2022,WAS,JAX,15,Armani Rogers,195.6,102.97,TE,,1,1,10:20,620,10,0,3,-3,54,SINGLEBACK,6,8.0,23,N,23
6003,10/02/2022,MIN,NO,23,Justin Jefferson,190.5,87.09,WR,,2,1,2:23,143,10,7,7,0,54,SINGLEBACK,6,7.0,14,N,14
6004,10/02/2022,HOU,LAC,18,Brandin Cooks,177.8,83.01,WR,29.0,1,1,4:35,275,10,0,7,-7,54,SINGLEBACK,6,7.0,7,N,22
6005,09/18/2022,DET,WAS,32,D'Andre Swift,177.8,95.71,RB,23.0,3,2,12:26,746,6,22,7,15,39,SINGLEBACK,6,7.0,0,N,0
6006,10/02/2022,BAL,BUF,4,Patrick Ricard,190.5,141.07,FB,28.0,1,3,1:47,107,1,7,3,4,103,I_FORM,2,7.0,3,N,3
6007,10/02/2022,GB,NE,22,Aaron Jones,175.3,94.35,RB,27.0,4,2,11:08,668,10,17,24,-7,35,SHOTGUN,5,7.0,4,N,4
6008,10/23/2022,WAS,GB,12,Antonio Gibson,188.0,100.24,RB,24.0,4,2,10:42,642,13,20,14,6,76,SHOTGUN,5,6.0,5,N,5
6009,09/26/2022,NYG,DAL,9,Richie James,175.3,83.91,WR,27.0,1,1,11:53,713,10,0,0,0,22,SHOTGUN,5,7.0,8,N,8
6010,10/09/2022,TB,ATL,2,Cade Otton,195.6,113.4,TE,,1,3,5:25,325,3,0,0,0,27,SHOTGUN,5,6.0,2,N,2
6011,09/22/2022,CLE,PIT,27,Amari Cooper,185.4,95.71,WR,28.0,1,2,13:41,821,10,0,0,0,71,SHOTGUN,5,6.0,0,N,0
6012,09/25/2022,TB,GB,12,Leonard Fournette,182.9,103.42,RB,27.0,1,3,13:16,796,1,0,0,0,68,I_FORM,2,8.0,0,N,0
6013,10/09/2022,WAS,TEN,31,Terry McLaurin,182.9,95.25,WR,27.0,4,2,15:00,900,18,17,21,-4,95,SHOTGUN,5,6.0,5,N,5
